1 	 0.03 	 1.6 	 -8.924739 	 4.476517
2 	 0.15 	 1.55 	 -8.817337 	 4.121468
3 	 0.18 	 1.54 	 -8.757327 	 4.01357
4 	 0.21 	 1.55 	 -8.707347 	 3.930322
5 	 0.33 	 1.53 	 -8.312111 	 3.387297
6 	 0.9 	 0.64 	 -3.17729 	 -3.108746
7 	 0.9 	 0.6 	 -3.163219 	 -3.126413
8 	 0.88 	 0.6 	 -3.045659 	 -3.259735
9 	 0.87 	 0.61 	 -3.025897 	 -3.278971
10 	 0.85 	 0.62 	 -2.947626 	 -3.351295
11 	 0.76 	 0.54 	 -2.446904 	 -3.716817
12 	 -1.54 	 -0.06 	 6.3436 	 -8.041377
13 	 -1.6 	 -0.0 	 6.498019 	 -8.109766
