1 	 0.04 	 1.58 	 -8.921209 	 4.426363
2 	 0.07 	 1.55 	 -8.88498 	 4.321638
3 	 0.08 	 1.5 	 -8.782999 	 4.203171
4 	 0.21 	 1.65 	 -8.690401 	 4.108361
5 	 0.12 	 1.48 	 -8.652797 	 4.010039
6 	 0.2 	 1.51 	 -8.643421 	 3.857257
7 	 0.26 	 1.56 	 -8.579658 	 3.758129
8 	 0.28 	 1.58 	 -8.537937 	 3.721352
9 	 0.32 	 1.58 	 -8.40046 	 3.554542
10 	 0.31 	 1.52 	 -8.372906 	 3.462329
11 	 0.35 	 1.56 	 -8.296298 	 3.401387
12 	 0.32 	 1.46 	 -8.158323 	 3.219722
13 	 0.37 	 1.53 	 -8.136141 	 3.175563
14 	 0.41 	 1.55 	 -8.026302 	 3.077765
15 	 0.41 	 1.54 	 -8.004116 	 3.031382
16 	 0.5 	 1.59 	 -7.608048 	 2.716162
17 	 0.44 	 1.44 	 -7.564005 	 2.481235
18 	 0.51 	 1.49 	 -7.436666 	 2.346181
19 	 0.45 	 1.41 	 -7.38273 	 2.287198
20 	 0.49 	 1.42 	 -7.258775 	 2.122199
21 	 0.51 	 1.41 	 -7.12865 	 1.97247
22 	 0.51 	 1.37 	 -6.943104 	 1.780837
23 	 0.65 	 1.52 	 -6.782078 	 1.743112
24 	 0.46 	 1.32 	 -6.781363 	 1.733222
25 	 0.58 	 1.37 	 -6.648846 	 1.413322
26 	 0.64 	 1.4 	 -6.471353 	 1.209251
27 	 0.68 	 1.41 	 -6.358282 	 1.097433
28 	 0.67 	 1.38 	 -6.283901 	 0.989937
29 	 0.71 	 1.41 	 -6.213978 	 0.962085
30 	 0.58 	 1.29 	 -6.165206 	 0.932317
31 	 0.6 	 1.29 	 -6.111378 	 0.847432
32 	 0.65 	 1.32 	 -6.052146 	 0.720829
33 	 0.71 	 1.36 	 -6.035481 	 0.708147
34 	 0.7 	 1.34 	 -5.998955 	 0.654017
35 	 0.65 	 1.27 	 -5.790564 	 0.441932
36 	 0.7 	 1.28 	 -5.683966 	 0.28918
37 	 0.72 	 1.29 	 -5.643719 	 0.235383
38 	 0.8 	 1.32 	 -5.485416 	 0.101317
39 	 0.79 	 1.31 	 -5.478788 	 0.064812
40 	 0.74 	 1.26 	 -5.419566 	 -0.0293
41 	 0.74 	 1.24 	 -5.314161 	 -0.150565
42 	 0.83 	 1.28 	 -5.222423 	 -0.218329
43 	 0.88 	 1.31 	 -5.132323 	 -0.237833
44 	 0.77 	 1.21 	 -5.090286 	 -0.42146
45 	 0.67 	 1.14 	 -4.898297 	 -0.502036
46 	 0.91 	 1.23 	 -4.796394 	 -0.690727
47 	 0.92 	 1.22 	 -4.737099 	 -0.752415
48 	 0.72 	 1.13 	 -4.724415 	 -0.778928
49 	 0.9 	 1.18 	 -4.618002 	 -0.968866
50 	 0.89 	 1.16 	 -4.569798 	 -1.038373
51 	 0.83 	 1.12 	 -4.484815 	 -1.173544
52 	 0.83 	 1.11 	 -4.442294 	 -1.227854
53 	 0.9 	 1.11 	 -4.351571 	 -1.331802
54 	 0.84 	 1.07 	 -4.22726 	 -1.502911
55 	 0.95 	 1.07 	 -4.155225 	 -1.557255
56 	 1.03 	 1.05 	 -4.053356 	 -1.577001
57 	 0.83 	 1.03 	 -4.048022 	 -1.720811
58 	 0.83 	 1.03 	 -4.042568 	 -1.7307
59 	 0.97 	 1.0 	 -3.949447 	 -1.8522
60 	 0.99 	 0.98 	 -3.896178 	 -1.915377
61 	 0.92 	 0.98 	 -3.877252 	 -1.996052
62 	 0.96 	 0.95 	 -3.80387 	 -2.093372
63 	 1.05 	 0.57 	 -3.740715 	 -2.109927
64 	 0.91 	 0.94 	 -3.722971 	 -2.223655
65 	 0.97 	 0.9 	 -3.700385 	 -2.253622
66 	 0.94 	 0.91 	 -3.672185 	 -2.307236
67 	 1.03 	 0.74 	 -3.620289 	 -2.367246
68 	 1.02 	 0.69 	 -3.589222 	 -2.445674
69 	 0.97 	 0.77 	 -3.479621 	 -2.64317
70 	 0.88 	 0.8 	 -3.308407 	 -2.837832
71 	 0.92 	 0.71 	 -3.302888 	 -2.924888
72 	 0.93 	 0.66 	 -3.282429 	 -2.971433
73 	 0.92 	 0.64 	 -3.258017 	 -3.008022
74 	 0.91 	 0.69 	 -3.22856 	 -3.028107
75 	 0.87 	 0.7 	 -3.105005 	 -3.15264
76 	 0.87 	 0.53 	 -3.009438 	 -3.265919
77 	 0.87 	 0.58 	 -2.989749 	 -3.315097
78 	 0.86 	 0.53 	 -2.962802 	 -3.320706
79 	 0.85 	 0.49 	 -2.894807 	 -3.343765
80 	 0.83 	 0.57 	 -2.805805 	 -3.480413
81 	 0.79 	 0.46 	 -2.541685 	 -3.604792
82 	 0.75 	 0.57 	 -2.431137 	 -3.709972
83 	 0.72 	 0.58 	 -2.255958 	 -3.766127
84 	 0.72 	 0.46 	 -2.152977 	 -3.812809
85 	 0.71 	 0.5 	 -2.147104 	 -3.84304
86 	 0.65 	 0.48 	 -1.812037 	 -3.91672
87 	 0.65 	 0.46 	 -1.753484 	 -3.919744
88 	 0.64 	 0.47 	 -1.721966 	 -3.924594
89 	 -1.21 	 -0.7 	 1.822388 	 -3.940912
90 	 -1.2 	 -0.67 	 1.913166 	 -4.01646
91 	 -1.21 	 -0.69 	 1.936414 	 -4.032215
92 	 -1.23 	 -0.71 	 1.959805 	 -4.035046
93 	 -1.32 	 -0.78 	 2.254366 	 -4.113166
94 	 -1.33 	 -0.76 	 2.382105 	 -4.237182
95 	 -1.29 	 -0.68 	 2.481858 	 -4.450623
