1 	 -3.0 	 -3.0 	 4.500069 	 -4.1e-5
2 	 -3.0 	 -2.97 	 4.485088 	 -4.9e-5
3 	 -3.0 	 -2.94 	 4.470111 	 -5.8e-5
4 	 -3.0 	 -2.91 	 4.455139 	 -6.9e-5
5 	 -3.0 	 -2.88 	 4.440172 	 -8.2e-5
6 	 -3.0 	 -2.85 	 4.425213 	 -9.7e-5
7 	 -3.0 	 -2.82 	 4.410261 	 -0.000115
8 	 -3.0 	 -2.79 	 4.395319 	 -0.000136
9 	 -3.0 	 -2.76 	 4.380388 	 -0.00016
10 	 -3.0 	 -2.73 	 4.36547 	 -0.000188
11 	 -3.0 	 -2.7 	 4.350567 	 -0.000221
12 	 -3.0 	 -2.67 	 4.335681 	 -0.000259
13 	 -3.0 	 -2.64 	 4.320815 	 -0.000303
14 	 -3.0 	 -2.61 	 4.305971 	 -0.000353
15 	 -3.0 	 -2.58 	 4.291154 	 -0.000412
16 	 -3.0 	 -2.55 	 4.276367 	 -0.000479
17 	 -3.0 	 -2.52 	 4.261615 	 -0.000557
18 	 -3.0 	 -2.49 	 4.246902 	 -0.000646
19 	 -3.0 	 -2.46 	 4.232234 	 -0.000748
20 	 -3.0 	 -2.43 	 4.217616 	 -0.000864
21 	 -3.0 	 -2.4 	 4.203056 	 -0.000997
22 	 -3.0 	 -2.37 	 4.18856 	 -0.001148
23 	 -3.0 	 -2.34 	 4.174137 	 -0.00132
24 	 -3.0 	 -2.31 	 4.159796 	 -0.001514
25 	 -3.0 	 -2.28 	 4.145547 	 -0.001735
26 	 -3.0 	 -2.25 	 4.131401 	 -0.001984
27 	 -3.0 	 -2.22 	 4.117369 	 -0.002264
28 	 -3.0 	 -2.19 	 4.103464 	 -0.00258
29 	 -3.0 	 -2.16 	 4.0897 	 -0.002935
30 	 -3.0 	 -2.13 	 4.076092 	 -0.003333
31 	 -3.0 	 -2.1 	 4.062657 	 -0.003778
32 	 -3.0 	 -2.07 	 4.049412 	 -0.004275
33 	 -3.0 	 -2.04 	 4.036376 	 -0.004828
34 	 -3.0 	 -2.01 	 4.023569 	 -0.005444
35 	 -3.0 	 -1.98 	 4.011012 	 -0.006128
36 	 -3.0 	 -1.95 	 3.998729 	 -0.006885
37 	 -3.0 	 -1.92 	 3.986742 	 -0.007723
38 	 -3.0 	 -1.89 	 3.975078 	 -0.008647
39 	 -3.0 	 -1.86 	 3.963762 	 -0.009664
40 	 -3.0 	 -1.83 	 3.952823 	 -0.010783
41 	 -3.0 	 -1.8 	 3.942289 	 -0.012009
42 	 -3.0 	 -1.77 	 3.93219 	 -0.013352
43 	 -3.0 	 -1.74 	 3.922556 	 -0.014818
44 	 -3.0 	 -1.71 	 3.913421 	 -0.016417
45 	 -3.0 	 -1.68 	 3.904815 	 -0.018155
46 	 -3.0 	 -1.65 	 3.896771 	 -0.020043
47 	 -3.0 	 -1.62 	 3.889322 	 -0.022088
48 	 -3.0 	 -1.59 	 3.882501 	 -0.024299
49 	 -3.0 	 -1.56 	 3.876341 	 -0.026683
50 	 -3.0 	 -1.53 	 3.870874 	 -0.02925
51 	 -3.0 	 -1.5 	 3.866131 	 -0.032008
52 	 -3.0 	 -1.47 	 3.862143 	 -0.034963
53 	 -3.0 	 -1.44 	 3.858939 	 -0.038124
54 	 -3.0 	 -1.41 	 3.856546 	 -0.041497
55 	 -3.0 	 -1.38 	 3.854989 	 -0.045089
56 	 -3.0 	 -1.35 	 3.854291 	 -0.048905
57 	 -3.0 	 -1.32 	 3.85447 	 -0.05295
58 	 -3.0 	 -1.29 	 3.855544 	 -0.057228
59 	 -3.0 	 -1.26 	 3.857526 	 -0.061742
60 	 -3.0 	 -1.23 	 3.860422 	 -0.066495
61 	 -3.0 	 -1.2 	 3.864238 	 -0.071486
62 	 -3.0 	 -1.17 	 3.868972 	 -0.076716
63 	 -3.0 	 -1.14 	 3.874619 	 -0.082183
64 	 -3.0 	 -1.11 	 3.881166 	 -0.087883
65 	 -3.0 	 -1.08 	 3.888595 	 -0.093812
66 	 -3.0 	 -1.05 	 3.896884 	 -0.099962
67 	 -3.0 	 -1.02 	 3.906001 	 -0.106327
68 	 -3.0 	 -0.99 	 3.91591 	 -0.112897
69 	 -3.0 	 -0.96 	 3.926567 	 -0.119659
70 	 -3.0 	 -0.93 	 3.937921 	 -0.126601
71 	 -3.0 	 -0.9 	 3.949915 	 -0.133708
72 	 -3.0 	 -0.87 	 3.962485 	 -0.140962
73 	 -3.0 	 -0.84 	 3.975559 	 -0.148346
74 	 -3.0 	 -0.81 	 3.98906 	 -0.155839
75 	 -3.0 	 -0.78 	 4.002904 	 -0.163418
76 	 -3.0 	 -0.75 	 4.017 	 -0.171061
77 	 -3.0 	 -0.72 	 4.031252 	 -0.178742
78 	 -3.0 	 -0.69 	 4.045559 	 -0.186436
79 	 -3.0 	 -0.66 	 4.059816 	 -0.194113
80 	 -3.0 	 -0.63 	 4.073911 	 -0.201747
81 	 -3.0 	 -0.6 	 4.087732 	 -0.209306
82 	 -3.0 	 -0.57 	 4.101161 	 -0.216761
83 	 -3.0 	 -0.54 	 4.11408 	 -0.224081
84 	 -3.0 	 -0.51 	 4.126369 	 -0.231234
85 	 -3.0 	 -0.48 	 4.137908 	 -0.238188
86 	 -3.0 	 -0.45 	 4.148575 	 -0.244914
87 	 -3.0 	 -0.42 	 4.158254 	 -0.251379
88 	 -3.0 	 -0.39 	 4.166827 	 -0.257553
89 	 -3.0 	 -0.36 	 4.174181 	 -0.263406
90 	 -3.0 	 -0.33 	 4.180207 	 -0.26891
91 	 -3.0 	 -0.3 	 4.184799 	 -0.274038
92 	 -3.0 	 -0.27 	 4.18786 	 -0.278763
93 	 -3.0 	 -0.24 	 4.189298 	 -0.283061
94 	 -3.0 	 -0.21 	 4.189027 	 -0.28691
95 	 -3.0 	 -0.18 	 4.186971 	 -0.290289
96 	 -3.0 	 -0.15 	 4.183063 	 -0.293182
97 	 -3.0 	 -0.12 	 4.177244 	 -0.295572
98 	 -3.0 	 -0.09 	 4.169464 	 -0.297446
99 	 -3.0 	 -0.06 	 4.159687 	 -0.298794
100 	 -3.0 	 -0.03 	 4.147885 	 -0.299609
101 	 -3.0 	 0.0 	 4.134039 	 -0.299886
102 	 -3.0 	 0.03 	 4.118146 	 -0.299624
103 	 -3.0 	 0.06 	 4.10021 	 -0.298823
104 	 -3.0 	 0.09 	 4.080247 	 -0.297488
105 	 -3.0 	 0.12 	 4.058284 	 -0.295626
106 	 -3.0 	 0.15 	 4.03436 	 -0.293246
107 	 -3.0 	 0.18 	 4.008523 	 -0.290361
108 	 -3.0 	 0.21 	 3.98083 	 -0.286987
109 	 -3.0 	 0.24 	 3.951348 	 -0.28314
110 	 -3.0 	 0.27 	 3.920153 	 -0.278841
111 	 -3.0 	 0.3 	 3.88733 	 -0.274112
112 	 -3.0 	 0.33 	 3.852969 	 -0.268976
113 	 -3.0 	 0.36 	 3.817169 	 -0.26346
114 	 -3.0 	 0.39 	 3.780033 	 -0.257591
115 	 -3.0 	 0.42 	 3.74167 	 -0.251397
116 	 -3.0 	 0.45 	 3.702192 	 -0.244909
117 	 -3.0 	 0.48 	 3.661715 	 -0.238157
118 	 -3.0 	 0.51 	 3.620357 	 -0.231171
119 	 -3.0 	 0.54 	 3.578237 	 -0.223985
120 	 -3.0 	 0.57 	 3.535474 	 -0.216628
121 	 -3.0 	 0.6 	 3.492188 	 -0.209134
122 	 -3.0 	 0.63 	 3.448497 	 -0.201533
123 	 -3.0 	 0.66 	 3.404516 	 -0.193855
124 	 -3.0 	 0.69 	 3.36036 	 -0.186132
125 	 -3.0 	 0.72 	 3.316137 	 -0.178392
126 	 -3.0 	 0.75 	 3.271954 	 -0.170663
127 	 -3.0 	 0.78 	 3.227911 	 -0.162972
128 	 -3.0 	 0.81 	 3.184104 	 -0.155344
129 	 -3.0 	 0.84 	 3.140623 	 -0.147804
130 	 -3.0 	 0.87 	 3.097553 	 -0.140373
131 	 -3.0 	 0.9 	 3.054972 	 -0.133073
132 	 -3.0 	 0.93 	 3.01295 	 -0.125922
133 	 -3.0 	 0.96 	 2.971553 	 -0.118937
134 	 -3.0 	 0.99 	 2.930839 	 -0.112134
135 	 -3.0 	 1.02 	 2.89086 	 -0.105526
136 	 -3.0 	 1.05 	 2.851658 	 -0.099125
137 	 -3.0 	 1.08 	 2.813273 	 -0.092941
138 	 -3.0 	 1.11 	 2.775736 	 -0.086983
139 	 -3.0 	 1.14 	 2.739071 	 -0.081255
140 	 -3.0 	 1.17 	 2.703297 	 -0.075765
141 	 -3.0 	 1.2 	 2.668427 	 -0.070514
142 	 -3.0 	 1.23 	 2.634469 	 -0.065504
143 	 -3.0 	 1.26 	 2.601424 	 -0.060737
144 	 -3.0 	 1.29 	 2.569289 	 -0.056211
145 	 -3.0 	 1.32 	 2.538058 	 -0.051923
146 	 -3.0 	 1.35 	 2.507719 	 -0.047872
147 	 -3.0 	 1.38 	 2.478256 	 -0.044053
148 	 -3.0 	 1.41 	 2.449652 	 -0.040461
149 	 -3.0 	 1.44 	 2.421883 	 -0.037089
150 	 -3.0 	 1.47 	 2.394927 	 -0.033933
151 	 -3.0 	 1.5 	 2.368757 	 -0.030983
152 	 -3.0 	 1.53 	 2.343345 	 -0.028234
153 	 -3.0 	 1.56 	 2.318661 	 -0.025678
154 	 -3.0 	 1.59 	 2.294674 	 -0.023305
155 	 -3.0 	 1.62 	 2.271353 	 -0.021108
156 	 -3.0 	 1.65 	 2.248664 	 -0.019078
157 	 -3.0 	 1.68 	 2.226576 	 -0.017207
158 	 -3.0 	 1.71 	 2.205057 	 -0.015486
159 	 -3.0 	 1.74 	 2.184072 	 -0.013907
160 	 -3.0 	 1.77 	 2.163592 	 -0.01246
161 	 -3.0 	 1.8 	 2.143583 	 -0.011139
162 	 -3.0 	 1.83 	 2.124016 	 -0.009934
163 	 -3.0 	 1.86 	 2.10486 	 -0.008838
164 	 -3.0 	 1.89 	 2.086086 	 -0.007844
165 	 -3.0 	 1.92 	 2.067668 	 -0.006943
166 	 -3.0 	 1.95 	 2.049577 	 -0.00613
167 	 -3.0 	 1.98 	 2.031789 	 -0.005398
168 	 -3.0 	 2.01 	 2.014279 	 -0.004739
169 	 -3.0 	 2.04 	 1.997025 	 -0.004149
170 	 -3.0 	 2.07 	 1.980005 	 -0.003621
171 	 -3.0 	 2.1 	 1.963198 	 -0.00315
172 	 -3.0 	 2.13 	 1.946585 	 -0.002731
173 	 -3.0 	 2.16 	 1.930149 	 -0.002359
174 	 -3.0 	 2.19 	 1.913873 	 -0.002031
175 	 -3.0 	 2.22 	 1.897742 	 -0.001741
176 	 -3.0 	 2.25 	 1.881741 	 -0.001486
177 	 -3.0 	 2.28 	 1.865858 	 -0.001263
178 	 -3.0 	 2.31 	 1.85008 	 -0.001068
179 	 -3.0 	 2.34 	 1.834395 	 -0.000898
180 	 -3.0 	 2.37 	 1.818796 	 -0.000751
181 	 -3.0 	 2.4 	 1.803271 	 -0.000624
182 	 -3.0 	 2.43 	 1.787812 	 -0.000515
183 	 -3.0 	 2.46 	 1.772413 	 -0.000422
184 	 -3.0 	 2.49 	 1.757066 	 -0.000342
185 	 -3.0 	 2.52 	 1.741765 	 -0.000275
186 	 -3.0 	 2.55 	 1.726504 	 -0.000218
187 	 -3.0 	 2.58 	 1.71128 	 -0.00017
188 	 -3.0 	 2.61 	 1.696086 	 -0.000131
189 	 -3.0 	 2.64 	 1.680919 	 -9.8e-5
190 	 -3.0 	 2.67 	 1.665777 	 -7.1e-5
191 	 -3.0 	 2.7 	 1.650654 	 -5.0e-5
192 	 -3.0 	 2.73 	 1.63555 	 -3.2e-5
193 	 -3.0 	 2.76 	 1.620462 	 -1.8e-5
194 	 -3.0 	 2.79 	 1.605386 	 -8.0e-6
195 	 -3.0 	 2.82 	 1.590322 	 0.0
196 	 -3.0 	 2.85 	 1.575268 	 7.0e-6
197 	 -3.0 	 2.88 	 1.560223 	 1.1e-5
198 	 -3.0 	 2.91 	 1.545185 	 1.4e-5
199 	 -3.0 	 2.94 	 1.530152 	 1.6e-5
200 	 -3.0 	 2.97 	 1.515126 	 1.7e-5
201 	 -3.0 	 3.0 	 1.500103 	 1.7e-5
202 	 -2.97 	 -3.0 	 4.470066 	 -4.7e-5
203 	 -2.97 	 -2.97 	 4.455085 	 -5.6e-5
204 	 -2.97 	 -2.94 	 4.440108 	 -6.7e-5
205 	 -2.97 	 -2.91 	 4.425137 	 -7.9e-5
206 	 -2.97 	 -2.88 	 4.410172 	 -9.4e-5
207 	 -2.97 	 -2.85 	 4.395213 	 -0.000111
208 	 -2.97 	 -2.82 	 4.380264 	 -0.000131
209 	 -2.97 	 -2.79 	 4.365324 	 -0.000155
210 	 -2.97 	 -2.76 	 4.350395 	 -0.000183
211 	 -2.97 	 -2.73 	 4.335481 	 -0.000215
212 	 -2.97 	 -2.7 	 4.320581 	 -0.000252
213 	 -2.97 	 -2.67 	 4.3057 	 -0.000295
214 	 -2.97 	 -2.64 	 4.29084 	 -0.000345
215 	 -2.97 	 -2.61 	 4.276004 	 -0.000403
216 	 -2.97 	 -2.58 	 4.261196 	 -0.00047
217 	 -2.97 	 -2.55 	 4.24642 	 -0.000547
218 	 -2.97 	 -2.52 	 4.23168 	 -0.000636
219 	 -2.97 	 -2.49 	 4.216981 	 -0.000737
220 	 -2.97 	 -2.46 	 4.20233 	 -0.000853
221 	 -2.97 	 -2.43 	 4.187733 	 -0.000986
222 	 -2.97 	 -2.4 	 4.173196 	 -0.001137
223 	 -2.97 	 -2.37 	 4.158727 	 -0.001309
224 	 -2.97 	 -2.34 	 4.144336 	 -0.001505
225 	 -2.97 	 -2.31 	 4.130032 	 -0.001727
226 	 -2.97 	 -2.28 	 4.115825 	 -0.001978
227 	 -2.97 	 -2.25 	 4.101726 	 -0.002261
228 	 -2.97 	 -2.22 	 4.087749 	 -0.002581
229 	 -2.97 	 -2.19 	 4.073906 	 -0.002941
230 	 -2.97 	 -2.16 	 4.060213 	 -0.003345
231 	 -2.97 	 -2.13 	 4.046686 	 -0.003798
232 	 -2.97 	 -2.1 	 4.033343 	 -0.004305
233 	 -2.97 	 -2.07 	 4.0202 	 -0.004871
234 	 -2.97 	 -2.04 	 4.00728 	 -0.005502
235 	 -2.97 	 -2.01 	 3.994602 	 -0.006203
236 	 -2.97 	 -1.98 	 3.98219 	 -0.006981
237 	 -2.97 	 -1.95 	 3.970068 	 -0.007844
