1 	 13 	 37 	 17 	 21  	 3.415 	 37.0
2 	 21 	 52 	 15 	 53  	 1.818 	 53.0
3 	 19 	 24 	 14 	 56  	 1.878 	 56.0
4 	 26 	 60 	 15 	 50  	 0.761 	 60.0
5 	 18 	 51 	 15 	 46  	 1.758 	 51.0
6 	 28 	 29 	 12 	 53  	 2.357 	 53.0
7 	 20 	 49 	 14 	 23  	 2.906 	 49.0
8 	 19 	 46 	 15 	 53  	 1.623 	 53.0
9 	 25 	 54 	 15 	 25  	 3.331 	 54.0
10 	 22 	 44 	 14 	 32  	 2.36 	 44.0
11 	 18 	 31 	 14 	 45  	 1.395 	 45.0
12 	 27 	 59 	 13 	 28  	 2.224 	 59.0
13 	 28 	 43 	 13 	 47  	 1.379 	 47.0
14 	 17 	 38 	 13 	 41  	 0.119 	 41.0
15 	 24 	 19 	 12 	 59  	 3.039 	 59.0
16 	 22 	 36 	 16 	 48  	 2.022 	 48.0
17 	 20 	 58 	 16 	 30  	 1.494 	 58.0
18 	 26 	 57 	 12 	 22  	 2.912 	 57.0
19 	 23 	 43 	 15 	 52  	 0.45 	 52.0
20 	 14 	 27 	 13 	 33  	 2.035 	 33.0
21 	 28 	 37 	 12 	 39  	 2.636 	 39.0
22 	 19 	 47 	 17 	 36  	 1.693 	 47.0
23 	 13 	 25 	 17 	 39  	 2.519 	 39.0
24 	 15 	 19 	 14 	 44  	 2.95 	 44.0
25 	 13 	 55 	 17 	 40  	 3.024 	 55.0
26 	 14 	 30 	 14 	 55  	 1.487 	 55.0
27 	 18 	 48 	 16 	 49  	 1.236 	 49.0
28 	 17 	 44 	 14 	 52  	 2.682 	 52.0
29 	 15 	 40 	 12 	 25  	 1.375 	 40.0
30 	 18 	 50 	 13 	 24  	 1.803 	 50.0
31 	 21 	 35 	 16 	 37  	 3.077 	 37.0
32 	 21 	 28 	 15 	 39  	 3.464 	 39.0
33 	 18 	 56 	 13 	 40  	 2.642 	 56.0
34 	 13 	 29 	 14 	 39  	 0.717 	 39.0
35 	 28 	 51 	 14 	 56  	 0.355 	 56.0
36 	 17 	 50 	 16 	 38  	 0.054 	 50.0
37 	 12 	 12 	 17 	 59  	 3.46 	 59.0
38 	 20 	 34 	 15 	 35  	 2.964 	 35.0
39 	 17 	 24 	 16 	 54  	 2.166 	 54.0
40 	 20 	 54 	 12 	 44  	 2.969 	 54.0
41 	 13 	 36 	 13 	 45  	 2.655 	 45.0
42 	 30 	 48 	 14 	 31  	 3.388 	 48.0
43 	 23 	 39 	 15 	 54  	 0.827 	 54.0
44 	 27 	 31 	 14 	 58  	 2.174 	 58.0
45 	 16 	 42 	 14 	 26  	 2.056 	 42.0
46 	 28 	 58 	 14 	 45  	 0.273 	 58.0
47 	 15 	 53 	 13 	 20  	 1.495 	 53.0
48 	 30 	 53 	 12 	 50  	 0.43 	 53.0
49 	 12 	 21 	 13 	 53  	 0.204 	 53.0
50 	 27 	 59 	 12 	 52  	 2.538 	 59.0
51 	 12 	 42 	 15 	 43  	 3.102 	 43.0
52 	 24 	 59 	 17 	 29  	 2.737 	 59.0
53 	 17 	 35 	 16 	 59  	 0.661 	 59.0
54 	 12 	 51 	 15 	 30  	 1.569 	 51.0
55 	 19 	 35 	 15 	 41  	 1.896 	 41.0
56 	 28 	 27 	 12 	 52  	 2.752 	 52.0
57 	 18 	 60 	 17 	 36  	 0.128 	 60.0
58 	 27 	 47 	 13 	 32  	 2.646 	 47.0
59 	 21 	 51 	 16 	 32  	 2.074 	 51.0
60 	 17 	 23 	 13 	 60  	 0.687 	 60.0
61 	 23 	 30 	 15 	 51  	 2.496 	 51.0
62 	 16 	 45 	 17 	 58  	 2.665 	 58.0
63 	 17 	 48 	 13 	 24  	 1.718 	 48.0
64 	 15 	 37 	 15 	 24  	 2.984 	 37.0
65 	 12 	 44 	 16 	 29  	 0.285 	 44.0
66 	 21 	 40 	 16 	 46  	 1.455 	 46.0
67 	 19 	 35 	 16 	 58  	 0.253 	 58.0
68 	 17 	 53 	 16 	 41  	 1.058 	 53.0
69 	 19 	 20 	 13 	 43  	 3.449 	 43.0
70 	 13 	 20 	 15 	 39  	 2.931 	 39.0
71 	 21 	 59 	 13 	 32  	 0.015 	 59.0
72 	 25 	 53 	 13 	 24  	 3.017 	 53.0
73 	 29 	 60 	 15 	 46  	 0.586 	 60.0
74 	 15 	 43 	 16 	 41  	 0.415 	 43.0
75 	 25 	 41 	 14 	 55  	 0.488 	 55.0
76 	 16 	 30 	 12 	 58  	 2.132 	 58.0
77 	 15 	 34 	 16 	 41  	 1.123 	 41.0
78 	 23 	 38 	 16 	 35  	 3.317 	 38.0
79 	 26 	 52 	 16 	 55  	 0.056 	 55.0
80 	 16 	 27 	 15 	 40  	 2.431 	 40.0
81 	 20 	 58 	 17 	 57  	 2.793 	 58.0
82 	 18 	 34 	 14 	 56  	 0.625 	 56.0
