1 	 49.702 	 763.71  	 11.557 	 2.395
2 	 48.915 	 895.501  	 13.126 	 4.115
3 	 41.755 	 470.533  	 5.026 	 1.124
4 	 30.898 	 499.714  	 2.923 	 4.491
5 	 48.754 	 390.866  	 5.692 	 0.347
6 	 39.069 	 458.604  	 4.288 	 1.358
7 	 47.452 	 561.259  	 7.742 	 1.144
8 	 47.29 	 602.671  	 8.257 	 1.436
9 	 39.25 	 467.384  	 4.411 	 1.411
10 	 38.422 	 371.524  	 3.36 	 0.772
11 	 40.023 	 247.771  	 2.431 	 0.194
12 	 24.12 	 244.8  	 0.872 	 1.422
13 	 25.728 	 339.708  	 1.378 	 2.935
14 	 38.372 	 392.37  	 3.539 	 0.914
15 	 49.88 	 660.53  	 10.068 	 1.527
16 	 41.389 	 648.704  	 6.808 	 3.052
17 	 47.497 	 317.174  	 4.383 	 0.206
18 	 39.269 	 339.547  	 3.208 	 0.54
19 	 43.522 	 443.82  	 5.15 	 0.799
20 	 35.811 	 479.224  	 3.765 	 2.195
21 	 47.611 	 443.26  	 6.155 	 0.556
22 	 41.714 	 751.288  	 8.009 	 4.594
23 	 49.639 	 787.881  	 11.893 	 2.643
24 	 45.169 	 210.562  	 2.632 	 0.074
25 	 44.08 	 737.877  	 8.783 	 3.491
26 	 40.528 	 381.177  	 3.835 	 0.673
27 	 35.778 	 627.538  	 4.921 	 4.948
28 	 40.313 	 685.981  	 6.829 	 4.01
29 	 46.55 	 854.66  	 11.345 	 4.362
30 	 22.553 	 246.751  	 0.769 	 1.905
31 	 48.02 	 365.98  	 5.17 	 0.302
32 	 33.847 	 245.083  	 1.72 	 0.368
33 	 46.432 	 821.055  	 10.844 	 3.906
34 	 43.177 	 714.294  	 8.158 	 3.44
35 	 39.02 	 382.973  	 3.572 	 0.795
36 	 42.123 	 687.372  	 7.472 	 3.384
37 	 49.112 	 526.382  	 7.778 	 0.822
38 	 35.794 	 463.783  	 3.64 	 1.994
39 	 30.911 	 501.836  	 2.937 	 4.541
40 	 46.314 	 356.285  	 4.682 	 0.322
41 	 39.286 	 704.36  	 6.66 	 4.813
42 	 41.025 	 205.172  	 2.115 	 0.1
43 	 38.771 	 411.011  	 3.785 	 1.008
44 	 27.752 	 352.51  	 1.663 	 2.423
45 	 46.288 	 266.395  	 3.497 	 0.135
46 	 35.243 	 391.312  	 2.978 	 1.274
47 	 47.609 	 550.356  	 7.642 	 1.064
48 	 44.878 	 807.268  	 9.96 	 4.255
49 	 49.239 	 537.783  	 7.987 	 0.868
50 	 43.72 	 686.034  	 8.033 	 2.899
51 	 35.471 	 541.793  	 4.176 	 3.296
52 	 37.941 	 564.535  	 4.978 	 2.848
