1 	 19.0 	 49.0 	 0.0 	 49.0
2 	 12.0 	 26.0 	 0.002 	 48.0
3 	 12.0 	 38.0 	 0.004 	 38.0
4 	 12.0 	 37.0 	 0.006 	 37.0
5 	 14.0 	 36.0 	 0.008 	 36.0
6 	 13.0 	 36.0 	 0.008 	 36.0
7 	 12.0 	 29.0 	 0.118 	 35.0
8 	 12.0 	 30.0 	 0.152 	 34.0
9 	 12.0 	 33.0 	 0.402 	 33.0
10 	 12.0 	 33.0 	 0.402 	 33.0
11 	 12.0 	 31.0 	 0.572 	 32.0
12 	 12.0 	 31.0 	 0.969 	 31.0
13 	 12.0 	 28.0 	 1.098 	 30.0
14 	 12.0 	 28.0 	 1.292 	 29.0
15 	 12.0 	 27.0 	 1.681 	 28.0
16 	 13.0 	 27.0 	 2.431 	 27.0
17 	 12.0 	 26.0 	 2.959 	 26.0
18 	 12.0 	 24.0 	 3.085 	 25.0
19 	 12.0 	 23.0 	 3.417 	 23.0
