1 	 29.256 	 271.656  	 1.424 	 0.898
2 	 27.648 	 356.498  	 1.669 	 2.544
3 	 41.205 	 696.874  	 7.248 	 3.851
4 	 31.579 	 458.624  	 2.802 	 3.182
5 	 34.327 	 254.89  	 1.84 	 0.391
6 	 32.905 	 523.776  	 3.474 	 4.021
7 	 43.527 	 330.17  	 3.832 	 0.329
8 	 26.384 	 326.784  	 1.394 	 2.362
9 	 38.063 	 291.752  	 2.589 	 0.388
10 	 46.4 	 667.516  	 8.804 	 2.105
11 	 31.444 	 286.508  	 1.735 	 0.789
12 	 22.017 	 210.928  	 0.626 	 1.31
13 	 24.209 	 227.871  	 0.818 	 1.13
14 	 18.132 	 242.328  	 0.488 	 4.319
15 	 46.559 	 351.877  	 4.673 	 0.304
16 	 45.403 	 289.478  	 3.656 	 0.187
17 	 37.111 	 630.875  	 5.323 	 4.343
18 	 37.633 	 569.087  	 4.937 	 3.014
19 	 45.625 	 304.606  	 3.884 	 0.214
20 	 44.113 	 568.97  	 6.783 	 1.596
21 	 48.954 	 645.489  	 9.477 	 1.536
22 	 33.047 	 376.934  	 2.522 	 1.473
23 	 41.674 	 662.599  	 7.05 	 3.164
24 	 31.553 	 292.504  	 1.784 	 0.828
25 	 40.316 	 584.569  	 5.821 	 2.48
26 	 37.368 	 393.988  	 3.37 	 1.029
27 	 37.136 	 448.159  	 3.786 	 1.553
28 	 31.392 	 357.296  	 2.157 	 1.541
29 	 49.595 	 492.341  	 7.419 	 0.647
30 	 43.104 	 333.44  	 3.795 	 0.352
31 	 28.011 	 356.715  	 1.715 	 2.419
32 	 39.595 	 556.23  	 5.342 	 2.297
33 	 41.706 	 645.967  	 6.883 	 2.923
34 	 48.288 	 290.192  	 4.145 	 0.147
35 	 37.271 	 420.713  	 3.58 	 1.266
36 	 48.358 	 624.412  	 8.945 	 1.46
37 	 41.079 	 319.674  	 3.305 	 0.376
38 	 39.462 	 547.307  	 5.221 	 2.218
39 	 29.191 	 288.391  	 1.505 	 1.084
40 	 33.185 	 546.732  	 3.688 	 4.421
41 	 49.756 	 513.13  	 7.782 	 0.723
