1 	 15.66 	 200.377 	 0.301 	 4.388
2 	 15.898 	 202.17 	 0.313 	 4.243
3 	 15.988 	 203.126 	 0.318 	 4.208
4 	 16.056 	 202.252 	 0.319 	 4.084
5 	 16.718 	 204.286 	 0.35 	 3.58
6 	 17.004 	 203.134 	 0.36 	 3.289
7 	 17.274 	 204.124 	 0.373 	 3.134
8 	 17.39 	 203.228 	 0.377 	 3.011
9 	 17.463 	 202.659 	 0.379 	 2.936
10 	 17.596 	 202.899 	 0.385 	 2.858
11 	 17.867 	 200.132 	 0.391 	 2.58
12 	 18.187 	 202.178 	 0.41 	 2.478
13 	 18.328 	 200.139 	 0.412 	 2.331
14 	 18.613 	 201.398 	 0.427 	 2.233
15 	 18.77 	 201.782 	 0.436 	 2.171
16 	 19.059 	 204.486 	 0.455 	 2.126
17 	 19.451 	 200.29 	 0.464 	 1.841
18 	 20.158 	 204.023 	 0.508 	 1.687
19 	 20.641 	 200.671 	 0.524 	 1.46
20 	 21.133 	 203.857 	 0.558 	 1.393
21 	 21.314 	 202.582 	 0.564 	 1.322
22 	 21.607 	 205.354 	 0.587 	 1.303
23 	 21.865 	 202.462 	 0.593 	 1.191
24 	 22.404 	 200.93 	 0.618 	 1.056
25 	 22.768 	 204.003 	 0.648 	 1.036
26 	 22.954 	 202.521 	 0.654 	 0.982
27 	 23.683 	 202.095 	 0.694 	 0.861
28 	 23.777 	 201.477 	 0.698 	 0.839
29 	 24.202 	 200.62 	 0.72 	 0.772
30 	 24.314 	 201.425 	 0.729 	 0.767
31 	 24.612 	 203.249 	 0.754 	 0.751
32 	 24.938 	 204.947 	 0.781 	 0.73
33 	 25.824 	 203.609 	 0.832 	 0.623
34 	 25.979 	 203.2 	 0.84 	 0.604
35 	 26.882 	 204.005 	 0.903 	 0.533
36 	 26.961 	 203.38 	 0.906 	 0.522
37 	 27.123 	 203.49 	 0.917 	 0.511
38 	 27.399 	 201.917 	 0.929 	 0.479
39 	 27.448 	 202.206 	 0.933 	 0.478
40 	 27.608 	 201.247 	 0.94 	 0.46
41 	 28.519 	 201.795 	 1.005 	 0.408
42 	 28.69 	 202.51 	 1.021 	 0.402
43 	 29.274 	 204.346 	 1.073 	 0.381
44 	 29.571 	 203.59 	 1.091 	 0.362
45 	 29.783 	 203.099 	 1.104 	 0.349
46 	 30.105 	 200.398 	 1.113 	 0.321
47 	 30.402 	 201.706 	 1.142 	 0.315
48 	 30.572 	 200.369 	 1.147 	 0.302
49 	 30.636 	 200.734 	 1.154 	 0.301
50 	 31.041 	 200.477 	 1.183 	 0.285
51 	 31.552 	 201.512 	 1.229 	 0.271
52 	 32.129 	 203.778 	 1.289 	 0.261
53 	 32.817 	 201.746 	 1.331 	 0.232
54 	 33.755 	 200.437 	 1.399 	 0.203
55 	 33.794 	 200.28 	 1.401 	 0.202
56 	 33.924 	 200.71 	 1.415 	 0.2
57 	 34.254 	 200.554 	 1.442 	 0.192
58 	 34.98 	 202.613 	 1.519 	 0.182
59 	 35.496 	 204.063 	 1.575 	 0.176
60 	 35.693 	 202.042 	 1.577 	 0.167
61 	 36.094 	 200.062 	 1.597 	 0.155
62 	 36.868 	 200.07 	 1.666 	 0.142
63 	 37.484 	 202.55 	 1.743 	 0.138
64 	 38.213 	 202.636 	 1.813 	 0.128
65 	 38.625 	 200.207 	 1.83 	 0.118
66 	 39.506 	 203.063 	 1.942 	 0.113
67 	 39.804 	 201.453 	 1.955 	 0.107
68 	 40.302 	 201.143 	 2.001 	 0.101
69 	 40.829 	 203.166 	 2.075 	 0.099
70 	 40.978 	 202.462 	 2.083 	 0.097
71 	 41.125 	 202.203 	 2.095 	 0.095
72 	 41.361 	 203.048 	 2.128 	 0.094
73 	 41.892 	 200.638 	 2.157 	 0.086
74 	 42.621 	 201.73 	 2.245 	 0.082
75 	 42.812 	 200.268 	 2.249 	 0.078
76 	 43.138 	 200.653 	 2.287 	 0.077
77 	 43.25 	 200.78 	 2.301 	 0.076
78 	 43.428 	 201.2 	 2.325 	 0.075
79 	 44.101 	 200.937 	 2.394 	 0.07
80 	 44.936 	 201.85 	 2.497 	 0.066
81 	 45.357 	 202.781 	 2.556 	 0.065
82 	 45.802 	 204.842 	 2.633 	 0.064
83 	 46.252 	 203.757 	 2.67 	 0.061
84 	 46.556 	 201.254 	 2.672 	 0.057
85 	 46.929 	 200.723 	 2.708 	 0.055
86 	 47.366 	 200.203 	 2.752 	 0.052
87 	 47.988 	 200.436 	 2.828 	 0.05
88 	 48.708 	 203.52 	 2.958 	 0.049
89 	 48.919 	 202.569 	 2.97 	 0.048
90 	 49.498 	 200.641 	 3.011 	 0.044
